+-------------+------------------------------------------------------------------+---------------------+------------+------------+------------+
|     Verb    |                             context                              |        synset       | Polarity + | Polarity - | Polarity = |
|      do     |                           do it ! ...                            |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|    check    |                 ... and rarely checked on us ...                 |      match.v.01     |   0.375    |    0.0     |   0.625    |
|     eat     |                   ... and i ate lunch here ...                   |      feed.v.06      |    0.0     |    0.0     |    1.0     |
|      be     |             ... here and were very disappointed ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|  disappoint |             ... were very disappointed with the ...              |   disappoint.v.01   |    0.0     |    0.25    |    0.75    |
|     have    |                  ... red curry had so much ...                   |   give_birth.v.01   |    0.0     |    0.0     |    1.0     |
|     feel    |                   ... but i feel like this ...                   |      feel.v.01      |   0.125    |    0.25    |   0.625    |
|      be     |                  ... like this was done to ...                   |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      do     |                  ... this was done to cover ...                  |     perform.v.01    |    0.0     |    0.0     |    1.0     |
|    cover    |                   ... done to cover up the ...                   |      cover.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                   bathrooms are clean and ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |              ... place itself is well decorated ...              |       be.v.01       |    0.25    |   0.125    |   0.625    |
|   decorate  |                     ... is well decorated .                      |    decorate.v.01    |    0.0     |    0.0     |    1.0     |
|      be     |                   menu is always changing ...                    |       be.v.01       |    0.25    |   0.125    |   0.625    |
|    change   |                ... is always changing , food ...                 |     change.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |                ... food quality is going down ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      go     |                 ... quality is going down & ...                  |     travel.v.01     |    0.0     |    0.0     |    1.0     |
|      be     |               ... & service is extremely slow ...                |       be.v.01       |    0.25    |   0.125    |   0.625    |
|      be     |                     service was a little ...                     |       be.v.01       |    0.25    |   0.125    |   0.625    |
