+--------------+--------------------------------------------------------------+------------------------+------------+------------+------------+
|     Verb     |                           context                            |         synset         | Polarity + | Polarity - | Polarity = |
|      be      |                   were several moments ...                   |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     need     |                ... just didn't need to be ...                |    necessitate.v.01    |    0.25    |    0.25    |    0.5     |
|      be      |                 ... need to be there and ...                 |        be.v.01         |    0.25    |   0.125    |   0.625    |
|      be      |          ... there and were excruciatingly slow ...          |        be.v.01         |    0.25    |   0.125    |   0.625    |
|     slow     |            ... were excruciatingly slow moving .             |    decelerate.v.01     |    0.0     |    0.0     |    1.0     |
|     move     |               ... excruciatingly slow moving .               |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|      be      |                        was a poor ...                        |        be.v.01         |    0.25    |   0.125    |   0.625    |
|   believe    |                 cannot believe that the ...                  |       think.v.01       |    0.0     |    0.0     |    1.0     |
|    agree     |               ... the actors agreed to do ...                |       match.v.01       |   0.375    |    0.0     |   0.625    |
|      do      |                 ... agreed to do this " ...                  |      perform.v.01      |    0.0     |    0.0     |    1.0     |
|    stand     |                 could not stand to even ...                  |      digest.v.03       |    0.0     |    0.5     |    0.5     |
|    watch     |                 ... to even watch it for ...                 |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|     lose     |                   ... fear of losing i.q.                    |       lose.v.05        |    0.0     |   0.125    |   0.875    |
|    guess     |                    guess that nobody ...                     |     estimate.v.01      |    0.0     |    0.0     |    1.0     |
|     air      |           ... network that aired this dribble ...            |        air.v.03        |    0.0     |    0.0     |    1.0     |
|    watch     |            ... this dribble watched it before ...            |       watch.v.03       |    0.0     |    0.0     |    1.0     |
|     put      |               ... it before putting it on ...                |        put.v.01        |    0.0     |    0.0     |    1.0     |
|      go      |                  ratings only go as low ...                  |      travel.v.01       |    0.0     |    0.0     |    1.0     |
|     get      |              ... time to get some negative ...               |       make.v.02        |    0.0     |    0.0     |    1.0     |
